This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
30261	33376	alliteration	n	4599	0	0	0.13
30271	33116	inspectorate	n	4592	0	0	0.78
30281	33593	home-schooled	j	4586	0	0	0.08
30291	33314	Bahamian	j	4580	0	0	0.99
30301	33463	self-fulfilling	j	4576	0	0	0.04
30311	33423	synergistically	r	4572	0	0	0
30321	34126	autologous	j	4568	0	0	0.1
30331	33548	angiogenesis	n	4563	0	0	0.09
30341	32874	inquirer	n	4560	0	0	0.42
30351	33647	pedometer	n	4555	0	0	0
30361	33762	sinew	n	4551	0.02	0	0.02
30371	33916	implanted	j	4546	0	0	0.05
30381	33421	windage	n	4542	0	0	0
30391	34189	striper	n	4536	0	0	0.13
30401	33246	rightmost	j	4534	0	0	0
30411	33309	faithless	j	4530	0	0	0.24
30421	33905	neurobiology	n	4527	0	0	0.24
30431	32695	password-protected	j	4520	0	0	0.05
30441	33892	gorgon	n	4517	0	0	0.9
30451	33709	either/or	c	4512	0.03	0	0.11
30471	33700	pre-show	j	4504	0	0	0.1
30481	33508	creamer	n	4502	0	0	0.02
30491	36881	analyser	n	4497	0.01	0	0.04
30501	33817	renamed	j	4492	0	0	0.13
30511	34527	downspout	n	4487	0	0	0.01
30521	33886	whorl	n	4484	0	0	0.07
30531	33894	sulphide	n	4479	0.01	0	0.07
30541	33273	assent	v	4473	0	0	0
30551	34279	wanderings	n	4469	0	0	0.04
30561	38559	streamed	j	4465	0.02	0	0
30571	34297	dullness	n	4460	0	0	0
30581	34340	explaining	n	4455	0	0	0.02
30591	34369	cosigner	n	4452	0.01	0	0.03
30601	33945	molt	v	4447	0	0	0.01
30611	35826	awakened	j	4442	0	0	0.32
30621	33843	blow-up	n	4439	0	0	0.08
30631	33610	requisition	v	4436	0	0	0.34
30641	34100	brownstone	n	4432	0	0	0
30651	33884	arrested	j	4428	0	0	0
30661	37020	bandpass	n	4425	0	0	0.04
30671	35770	downy	j	4423	0	0	0.17
30681	32358	un-american	j	4421	0	0	0.3
30691	34039	lyricism	n	4417	0	0	0.01
30701	36053	smallholder	n	4412	0	0	0.06
30711	34485	sappy	j	4409	0	0	0.03
30721	34392	romaine	n	4400	0	0	0.05
30731	24856	vulgarity	n	4396	0	0	0.02
30741	35744	trolling	j	4394	0.01	0	0.01
30751	35913	sterilizer	n	4390	0	0	0.21
30761	34608	fawn	v	4385	0	0	0.01
30771	35152	kooky	j	4380	0	0	0.03
30781	34178	ghoulish	j	4376	0	0	0.08
30791	39107	brick	v	4371	0.01	0	0.08
30801	34226	smelting	n	4366	0	0	0.18
30811	33907	tug-of-war	n	4363	0	0	0.07
30821	34643	decayed	j	4358	0	0	0.05
30831	34023	correlate	n	4355	0	0	0.09
30841	34089	prosaic	j	4349	0	0	0.01
30851	38876	Ionian	j	4343	0	0	1
30861	33812	chronometer	n	4339	0	0	0.32
30871	35132	troposphere	n	4333	0	0	0
30881	35124	smidge	n	4328	0	0	0
30891	34256	weather-resistant	j	4322	0	0	0.09
30901	34373	unlit	j	4315	0	0	0.02
30911	34578	stiff	n	4311	0	0	0.16
30921	35912	abacus	n	4308	0	0	0.37
30931	34058	confirmatory	j	4304	0	0	0.09
30941	33983	microcomputer	n	4300	0	0	0.18
30951	34568	warmed	j	4295	0	0	0.02
30961	34893	boxcar	n	4293	0	0	0.21
30971	34714	hardtail	n	4289	0	0	0.02
30981	35973	manifest	n	4287	0	0	0.14
30991	35045	Whig	n	4284	0	0	0.97
31001	34437	puke	n	4281	0	0	0.25
31011	37252	baseplate	n	4276	0	0	0.02
31021	34331	phallic	j	4271	0	0	0.07
31041	34208	freedman	n	4263	0	0	0.31
31051	35606	crema	n	4261	0.01	0	0
31061	34701	epidemiologic	j	4256	0	0	0.17
31071	34398	streptococcus	n	4253	0	0	0.6
31081	34854	luminescent	j	4249	0	0	0.07
31091	34646	staggeringly	r	4244	0	0	0.05
31101	34000	conjoin	v	4241	0	0	0
31111	35951	snorkeling	j	4238	0	0	0.01
31121	34322	isomer	n	4233	0	0	0
31131	34831	microarray	n	4227	0	0	0.04
31141	35005	leaseholder	n	4223	0	0	0.02
31151	35159	bushland	n	4219	0.01	0	0
31161	34576	flabbergasted	j	4215	0	0	0.03
31171	34659	rumination	n	4212	0	0	0.07
31181	34423	write-in	n	4204	0	0	0.17
31191	35661	inked	j	4201	0	0	0.17
31201	34985	attire	v	4197	0	0	0.05
31211	34655	pastiche	n	4193	0	0	0.06
31221	34902	plotting	n	4188	0	0	0.01
31231	36190	trendline	n	4186	0.01	0	0
31241	35218	seized	j	4182	0	0	0
31251	34588	overcast	n	4179	0	0	0.23
31261	34546	hollywood	n	4175	0.02	0	0.02
31271	35296	cardinality	n	4172	0.01	0	0.01
31281	34856	methylene	n	4170	0	0	0.24
31291	34484	disrepute	n	4165	0	0	0.02
31301	37327	grappler	n	4161	0	0	0.07
31311	34894	honeymooner	n	4159	0	0	0.28
31321	35073	cesspool	n	4156	0	0	0.02
31331	35571	lysis	n	4153	0	0	0.03
31341	34686	ingeniously	r	4149	0	0	0.07
31351	38297	call-out	n	4147	0.02	0	0.05
31361	36170	outbid	v	4144	0	0	0.02
31371	34835	manageability	n	4139	0	0	0.1
31381	34547	undisciplined	j	4136	0	0	0.04
31391	35004	bather	n	4133	0	0	0.15
31401	35151	returnee	n	4130	0	0	0.03
31411	34968	bilaterally	r	4127	0	0	0.02
31421	34703	perchance	r	4124	0	0	0.15
31431	35043	regency	n	4121	0	0	0.44
31441	36425	accented	j	4119	0	0	0
31451	35030	clean	r	4116	0	0	0.1
31461	34583	first-order	j	4114	0	0	0.05
31471	34885	mindfully	r	4108	0	0	0.03
31481	35268	teamster	n	4106	0	0	0.61
31491	35054	detonator	n	4103	0	0	0.14
31501	34928	Moravian	j	4098	0	0	1
31511	34900	scrupulously	r	4094	0	0	0.01
31521	37360	kickball	n	4088	0	0	0.1
31531	35156	anti-theft	j	4085	0	0	0.15
31541	34899	russet	j	4081	0.02	0	0.33
31551	35683	quartermaster	n	4076	0	0	0.5
31561	35071	crooner	n	4071	0	0	0.01
31571	35282	overtaking	n	4069	0	0	0.08
31581	35244	ramshackle	j	4064	0	0	0.04
31591	35148	extrajudicial	j	4059	0	0	0.06
31601	35178	oppositional	j	4057	0	0	0.13
31611	37447	tuff	j	4053	0.02	0	0
31621	35288	merry-go-round	n	4048	0	0	0.14
31631	39488	taurine	n	4044	0.01	0	0
31641	35263	Venezuelan	n	4039	0	0	1
31651	35026	leviathan	n	4033	0	0	0.41
31661	35621	berth	v	4029	0	0	0.01
31671	35133	casework	n	4027	0	0	0.19
31681	35269	celibate	j	4023	0	0	0.03
31691	35580	snafu	n	4020	0	0	0.13
31701	35352	militaristic	j	4016	0	0	0.01
31711	35512	macaw	n	4013	0	0	0
31721	38395	hydrogenated	j	4009	0	0	0
31731	35364	whimper	n	4006	0	0	0.01
31741	35671	reabsorb	v	4002	0	0	0
31751	35453	matchless	j	3999	0	0	0.23
31761	35304	dalmatian	n	3995	0	0	0.82
31771	36923	loveseat	n	3991	0	0	0.06
31781	37794	outro	n	3986	0.01	0	0.02
31791	35397	matter-of-fact	j	3983	0	0	0.01
31801	36072	fineness	n	3979	0	0	0.01
31811	35315	filial	j	3975	0	0	0.1
31821	35604	hijacking	n	3973	0	0	0
31831	35788	souk	n	3969	0	0	0.16
31841	35279	congruence	n	3967	0	0	0.05
31851	35480	pyrite	n	3964	0	0	0.19
31861	35489	re-emergence	n	3958	0	0	0.03
31871	35225	attractor	n	3954	0	0	0.24
31881	35139	meld	n	3950	0	0	0.24
31891	41346	alanine	n	3947	0.01	0	0.07
31901	35587	facedown	n	3943	0	0	0.01
31911	35577	jumbled	j	3941	0	0	0.02
31921	35702	rotting	n	3938	0	0	0.05
31931	36158	cozy	n	3935	0	0	0.24
31941	36316	playfield	n	3930	0	0	0
31951	36458	packable	j	3927	0.01	0	0.05
31961	35666	filmic	j	3924	0	0	0.23
31971	36074	steeplechase	n	3921	0	0	0.16
31981	37943	cross-reference	n	3918	0	0	0.11
31991	35412	slacken	v	3915	0	0	0.05
32001	35842	one-eyed	j	3911	0	0	0.2
32011	38432	feral	n	3908	0.02	0	0.05
32021	35704	mnemonic	j	3903	0	0	0.15
32031	35324	credibly	r	3900	0	0	0.05
32041	35597	adieu	n	3896	0	0	0.07
32051	36086	crankbait	n	3893	0	0	0.03
32061	36771	sugarcane	n	3889	0	0	0
32071	34493	genuineness	n	3885	0	0	0.01
32081	35613	blessedness	n	3882	0	0	0.03
32091	35573	multiplicative	j	3880	0	0	0.09
32101	35804	ineffectiveness	n	3876	0	0	0.03
32111	36188	downpayment	n	3873	0	0	0.01
32121	35841	Albanian	n	3870	0	0	0.97
32131	35236	franchised	j	3865	0	0	0
32141	36149	tinkering	n	3862	0	0	0
32151	37895	hemolytic	j	3858	0	0	0.11
32161	36109	bursar	n	3853	0	0	0.81
32171	36576	marionette	n	3852	0	0	0.25
32181	35634	implacable	j	3849	0	0	0.06
32191	36034	dually	r	3842	0.01	0	0.03
32201	36750	soldered	j	3835	0	0	0.06
32211	35272	unordered	j	3832	0	0	0.12
32221	35783	incline	v	3830	0	0	0.01
32231	37569	all-metal	j	3826	0	0	0.05
32241	36099	allergenic	j	3822	0	0	0.04
32251	36135	turn-of-the-century	j	3817	0	0	0.04
32261	35875	geodesic	j	3812	0	0	0.16
32271	35963	fifty-two	m	3809	0.02	0	0.35
32281	33160	then-current	j	3808	0	0	0.01
32291	36883	soundproof	v	3803	0	0	0.06
32301	37030	tagging	j	3798	0	0	0.01
32311	37092	feint	n	3791	0	0	0.05
32321	36212	petulant	j	3788	0	0	0.05
32331	36179	careen	v	3781	0	0	0.02
32341	35817	top-shelf	j	3778	0	0	0.03
32351	36652	trapezoid	n	3774	0	0	0.02
32361	35290	traipse	v	3771	0	0	0.03
32371	36058	confining	j	3768	0	0	0.04
32381	37458	refining	j	3764	0	0	0
32391	36176	pandemonium	n	3762	0	0	0.21
32401	36302	hovercraft	n	3758	0	0	0.23
32411	36607	snark	n	3756	0.02	0	0.19
32421	39726	revitalise	v	3753	0.02	0	0
32431	36509	recapitalization	n	3749	0	0	0.14
32441	36280	semi-arid	j	3744	0	0	0.05
32451	36474	railroad	v	3741	0	0	0.03
32461	36414	swingarm	n	3738	0	0	0
32471	36213	madrigal	n	3735	0	0	0.62
32481	37711	lymphoid	j	3729	0	0	0.06
32491	36172	tramp	v	3722	0	0	0.11
32501	36875	quack	v	3718	0.02	0	0.17
32511	38681	photodiode	n	3714	0	0	0.02
32521	36375	nail-biting	j	3710	0	0	0.02
32531	36378	avidly	r	3707	0	0	0.01
32541	36408	subterfuge	n	3704	0	0	0
32551	36484	Presbyterian	n	3701	0	0	0.98
32561	36572	highbrow	j	3697	0	0	0.08
32571	36485	laird	n	3694	0	0	0.7
32581	36590	salacious	j	3691	0	0	0.02
32591	37042	kamikaze	n	3689	0	0	0.3
32601	36423	overripe	j	3683	0	0	0.06
32611	36539	pursuance	n	3680	0	0	0
32621	36591	earthling	n	3673	0	0	0.63
32631	36500	six-foot	j	3671	0	0	0.02
32641	36589	second-tier	j	3669	0	0	0.03
32651	36612	self-confessed	j	3664	0	0	0.04
32661	36919	looseness	n	3661	0	0	0.01
32671	36310	curvaceous	j	3658	0	0	0.05
32681	36909	banality	n	3656	0	0	0.04
32691	37040	ductal	j	3654	0	0	0.06
32701	36594	monopolistic	j	3650	0	0	0.07
32711	36472	two-night	j	3647	0	0	0.06
32721	36964	bronchodilator	n	3645	0	0	0.07
32731	36495	pleasingly	r	3643	0	0	0.04
32741	36746	food-related	j	3641	0	0	0.02
32751	36809	strung	j	3639	0	0	0.11
32761	36635	lateness	n	3636	0	0	0.1
32771	36819	irreversibly	r	3633	0	0	0
32781	36427	green	v	3631	0	0	0.17
32791	36957	cochlea	n	3627	0	0	0
32801	36926	adoptee	n	3623	0	0	0.04
32811	37380	omnidirectional	j	3617	0	0	0.08
32821	36063	acid-free	j	3615	0	0	0.1
32831	36362	well-wisher	n	3612	0	0	0.04
32841	34586	wholesale	r	3610	0	0	0.22
32851	37932	prelims	n	3606	0	0	0.05
32861	37413	defensiveness	n	3604	0.02	0	0
32871	36647	handmaiden	n	3601	0	0	0.32
32881	36904	brainless	j	3597	0	0	0.06
32891	37918	backflip	n	3595	0.02	0	0.03
32901	35861	withal	r	3592	0	0	0.04
32911	37179	overnight	n	3587	0.01	0	0.06
32921	37223	Alaskan	n	3584	0	0	1
32931	37412	concert-goer	n	3581	0	0	0.09
32941	36984	debrief	v	3578	0	0	0.05
32951	36992	rattler	n	3575	0	0	0.47
32961	37106	bisphosphonate	n	3572	0.01	0	0.09
32971	37390	townsite	n	3567	0	0	0.1
32981	37062	early-morning	j	3562	0	0	0.03
32991	38290	plyometric	j	3559	0.01	0	0.16
33001	36584	verso	n	3555	0	0	0.04
33011	38326	peppy	j	3553	0	0	0.08
33021	37060	classless	j	3549	0	0	0.12
33031	36653	uncritical	j	3546	0	0	0.03
33041	34404	usurpation	n	3543	0	0	0.07
33051	38729	convertor	n	3541	0.01	0	0.02
33061	37928	understeer	n	3536	0	0	0.01
33071	38329	revitalized	j	3532	0	0	0
33081	38998	buffering	n	3530	0	0	0
33091	40451	epoxy	v	3525	0	0	0.09
33101	38985	yaw	v	3522	0	0	0.23
33111	37177	disorganization	n	3520	0	0	0.1
33121	37293	hydrologic	j	3517	0	0	0.15
33131	37548	transliteration	n	3513	0	0	0.09
33141	37376	lucidity	n	3509	0	0	0.1
33151	37279	legalistic	j	3505	0	0	0.02
33161	37377	outperformance	n	3501	0.01	0	0
33171	38019	tricyclic	j	3498	0	0	0.12
33181	37344	inbetween	j	3494	0	0	0.03
33191	38694	existentialism	n	3491	0	0	0.26
33201	37431	enchanter	n	3489	0	0	0.32
33211	33619	discontinuance	n	3486	0	0	0.03
33221	39452	goaltending	n	3484	0	0	0
33231	36401	pacifism	n	3482	0	0	0.13
33241	37403	kept	j	3479	0	0	0
33251	63329	annuitant	n	3476	0	0	0.03
33261	37832	parolee	n	3474	0	0	0.02
33271	38251	attracted	j	3469	0	0	0.01
33281	38004	shorebird	n	3466	0	0	0.02
33291	37291	four-story	j	3463	0	0	0
33301	40884	electrophysiology	n	3460	0	0	0.1
33311	37552	ballplayer	n	3457	0	0	0.02
33321	37541	European-style	j	3454	0	0	0.99
33331	37340	bounded	j	3451	0	0	0.12
33341	41238	oolong	n	3449	0	0	0.09
33351	37977	rifleman	n	3446	0	0	0.43
33361	38752	zeaxanthin	n	3443	0	0	0
33371	36431	text-only	j	3439	0	0	0.07
33381	38193	vapid	j	3435	0	0	0.03
33391	37858	irradiated	j	3432	0	0	0.09
33401	37285	unaccustomed	j	3430	0	0	0.06
33411	39200	postmark	n	3424	0	0	0.06
33421	38646	commode	n	3422	0	0	0.03
33431	38070	as-needed	j	3419	0	0	0.01
33441	37164	team-oriented	j	3417	0	0	0.04
33451	37489	piecemeal	r	3414	0	0	0.02
33461	37202	sower	n	3412	0	0	0.35
33471	37950	earth-like	j	3410	0	0	0.83
33481	37609	quivering	j	3408	0	0	0.05
33491	37615	copolymer	n	3403	0	0	0.05
33501	38753	draftsman	n	3401	0	0	0.02
33511	37700	hand-carved	j	3398	0	0	0.05
33521	37866	expressiveness	n	3396	0	0	0
33531	36862	photonic	j	3393	0	0	0.2
33541	37935	containerized	j	3388	0	0	0.1
33551	38925	piccolo	n	3386	0	0	0.11
33561	41019	airworthiness	n	3384	0	0	0.12
33571	37231	insolent	j	3381	0	0	0.03
33581	39440	cuttlefish	n	3379	0	0	0.02
33591	37528	fava	n	3375	0.01	0	0.11
33601	38808	snowbird	n	3372	0	0	0.14
33611	39664	unclog	v	3370	0	0	0.05
33621	37768	aright	r	3366	0	0	0.05
33631	37082	unacknowledged	j	3364	0	0	0.05
33641	38173	establishing	n	3359	0	0	0.05
33651	37993	astronomically	r	3354	0	0	0.02
33661	38245	forgivable	j	3352	0	0	0.03
33671	37957	spacesuit	n	3349	0	0	0.06
33681	38373	stalagmite	n	3347	0	0	0.03
33691	37809	sports-related	j	3343	0	0	0.05
33701	37562	reinsurer	n	3341	0.01	0	0.02
33711	49946	calendula	n	3338	0	0	0.07
33721	37657	thirtieth	m	3335	0.02	0	0.06
33731	37969	ramp-up	n	3332	0	0	0.05
33741	42329	Minoan	j	3329	0.01	0	0.99
33751	38086	hippopotamus	n	3326	0	0	0.28
33761	38419	kabob	n	3324	0	0	0.01
33771	38447	commutative	j	3321	0.01	0	0.2
33781	37729	safe	r	3319	0	0	0.08
33791	38225	manhandle	v	3315	0	0	0
33801	38053	polarisation	n	3311	0.01	0	0.08
33811	39503	urological	j	3310	0	0	0.38
33821	38082	distrustful	j	3306	0	0	0.02
33831	38196	well-qualified	j	3303	0	0	0.03
33841	39206	shielding	j	3301	0	0	0
33851	38103	multitasking	n	3299	0	0	0
33861	37620	incredulity	n	3295	0	0	0.04
33871	38384	psychical	j	3293	0	0	0.24
33881	38170	tailback	n	3291	0	0	0
33891	38449	mesenchymal	j	3288	0	0	0.11
33901	40033	jeopardise	v	3283	0.02	0	0
33911	38287	hydraulically	r	3280	0	0	0.04
33921	38293	moderate-income	j	3277	0	0	0
33931	38350	all-out	r	3275	0	0	0.03
33941	38450	arch-rival	n	3272	0.02	0	0.01
33951	38586	Libyan	n	3269	0	0	0.99
33961	41170	tantalum	n	3267	0	0	0.03
33971	39462	tetrahedron	n	3264	0	0	0.02
33981	39270	lauded	j	3260	0	0	0.01
33991	35885	sepulchre	n	3259	0	0	0
34001	38327	wile	v	3255	0.02	0	0.26
34011	42576	tourmaline	n	3252	0	0	0
34021	37886	free-floating	j	3247	0	0	0.04
34031	38882	anticholinergic	j	3244	0.01	0	0.11
34041	36797	straightway	r	3242	0	0	0.09
34051	38296	springform	n	3240	0.01	0	0.02
34061	40193	peritonitis	n	3239	0	0	0.01
34071	41108	dura	n	3235	0	0	0
34081	37260	putt	v	3230	0	0	0.08
34091	38477	otherness	n	3227	0	0	0.12
34101	38355	immunosuppression	n	3224	0	0	0.08
34111	38555	anticlimactic	j	3222	0	0	0
34121	38650	squawk	v	3219	0	0	0.03
34131	38594	re-created	j	3216	0	0	0.04
34141	43775	fluoxetine	n	3215	0	0	0
34151	38484	jubilation	n	3212	0	0	0.13
34161	40522	convener	n	3209	0	0	0.11
34171	38705	role-based	j	3206	0.01	0	0.25
34181	38994	dysphoria	n	3204	0	0	0
34191	37929	instigation	n	3202	0	0	0.03
34201	38842	plasticizer	n	3198	0	0	0.03
34211	40256	Medigap	n	3196	0	0	0.99
34221	38088	ex-spouse	n	3193	0	0	0.01
34231	38306	seam	v	3190	0	0	0.01
34241	39584	reactance	n	3186	0	0	0
34251	38140	enmesh	v	3185	0	0	0
34261	38951	webby	j	3183	0	0	0.89
34271	40054	trolling	n	3180	0.02	0	0
34281	39073	ashram	n	3178	0	0	0.25
34291	38571	colonizer	n	3176	0	0	0.06
34301	38918	italicize	v	3174	0	0	0.03
34311	44951	paralyse	v	3171	0.01	0	0.02
34321	38837	foist	v	3167	0	0	0
34331	39304	hardball	n	3164	0	0	0.18
34341	38872	crisply	r	3162	0	0	0.03
34351	39205	quantified	j	3159	0	0	0.28
34361	41429	proteomics	n	3157	0	0	0.04
34371	38856	nosey	j	3154	0	0	0.16
34381	38132	souffle	n	3152	0	0	0.31
34391	39212	winded	j	3150	0	0	0
34401	38682	minutely	r	3147	0	0	0.01
34411	38412	non-corrosive	j	3146	0	0	0.06
34421	37702	two-digit	j	3143	0	0	0.03
34431	39018	isotonic	j	3139	0	0	0.21
34441	38997	catastrophically	r	3135	0	0	0.01
34451	38984	vitriolic	j	3132	0	0	0.02
34461	38982	invented	j	3130	0	0	0
34471	39174	newsreel	n	3127	0	0	0.01
34481	39127	pep	v	3125	0	0	0.65
34491	39323	service-learning	j	3124	0	0	0.2
34501	38217	unawares	r	3121	0	0	0.01
34511	39084	big-city	j	3119	0	0	0.02
34521	39334	ha-ha	u	3117	0.01	0	0.67
34531	39049	bubonic	j	3114	0	0	0.3
34541	39364	crackpot	n	3111	0	0	0.02
34551	39497	plugged	j	3108	0	0	0
34561	39066	largesse	n	3105	0	0	0.01
34571	39129	make-believe	j	3101	0	0	0.03
34581	38286	fearfully	r	3099	0	0	0.02
34591	38551	canticle	n	3095	0	0	0.7
34601	40260	honorarium	n	3094	0	0	0.01
34611	39278	top-heavy	j	3090	0	0	0.03
34621	39156	windblown	j	3087	0	0	0.06
34631	41174	wingless	j	3085	0	0	0.08
34641	39172	rule-making	j	3079	0	0	0.05
34651	42379	crawlspace	n	3078	0	0	0
34661	39742	calligraphic	j	3075	0	0	0.04
34671	35302	proselytize	v	3074	0	0	0.01
34681	39170	parsonage	n	3070	0	0	0.38
34691	39867	pollinating	j	3068	0	0	0.05
34701	39296	vacillate	v	3065	0	0	0.01
34711	39454	throaty	j	3063	0	0	0.02
34721	39378	lunging	j	3061	0	0	0.09
34731	39125	wryly	r	3059	0	0	0.01
34741	39268	multiple-choice	j	3055	0	0	0.02
34751	39446	delist	v	3050	0.01	0	0.01
34761	39460	anti-poverty	j	3047	0	0	0.04
34771	43988	idler	n	3044	0	0	0.06
34781	38470	well-founded	j	3042	0	0	0
34791	39533	pistil	n	3039	0	0	0.01
34801	39677	toxicologist	n	3037	0	0	0.06
34811	39618	ethicist	n	3035	0	0	0.08
34821	39505	one-hit	j	3034	0	0	0.06
34831	39817	powwow	n	3031	0	0	0.18
34841	42875	bolted	j	3029	0	0	0.08
34851	39506	heart-rending	j	3025	0	0	0.02
34861	40011	amenorrhea	n	3024	0	0	0.08
34871	39710	lower-body	j	3022	0	0	0.01
34881	38661	retransmission	n	3019	0	0	0.04
34891	39895	baserunner	n	3017	0.01	0	0.01
34901	39999	secondment	n	3016	0.01	0	0.01
34911	39671	unobtainable	j	3011	0	0	0
34921	39596	twelve-year-old	j	3008	0	0	0.27
34931	39523	ecumenism	n	3005	0	0	0.25
34941	39432	even-numbered	j	3003	0	0	0.03
34951	40252	askew	j	3000	0	0	0
34961	41342	perimenopause	n	2998	0.01	0	0
34971	40072	psychedelia	n	2996	0	0	0
34981	41318	heptathlon	n	2993	0	0	0.04
34991	39477	dramatization	n	2990	0	0	0.06
35001	40014	detour	v	2987	0	0	0.01
35011	39560	creche	n	2985	0	0	0.18
35021	39809	substantively	r	2981	0	0	0.05
35031	40940	seagrass	n	2978	0	0	0.01
35041	39992	afferent	j	2975	0.01	0	0.06
35051	39442	excepting	i	2972	0.02	0	0.23
35061	43382	rancor	n	2970	0	0	0.05
35071	39625	humorist	n	2967	0	0	0.05
35081	39862	slouchy	j	2964	0	0	0.06
35091	39706	homogenize	v	2962	0	0	0.01
35101	39574	warm-weather	j	2960	0	0	0.02
35111	39911	isolationism	n	2958	0	0	0.12
35121	42467	barreled	j	2955	0	0	0
35131	40769	dare	n	2954	0	0	0
35141	41023	rennet	n	2952	0	0	0.01
35151	40188	fourth-round	j	2950	0	0	0.02
35161	37438	antonym	n	2949	0	0	0.1
35171	39758	whispered	j	2946	0	0	0.15
35181	39882	cancer-related	j	2943	0	0	0.06
35191	40066	moodiness	n	2941	0	0	0.08
35201	40219	volley	v	2938	0	0	0.03
35211	39876	true-to-life	j	2935	0	0	0.03
35221	40705	chasing	n	2933	0	0	0.07
35231	41525	canna	n	2930	0	0	0.23
35241	40571	colloid	n	2929	0.01	0	0.08
35251	40157	reroll	v	2927	0.01	0	0.05
35261	41948	recency	n	2925	0	0	0.04
35271	43661	fouling	n	2922	0	0	0.05
35281	40160	unsay	v	2919	0	0	0
35291	40500	sightline	n	2916	0	0	0.01
35301	39390	nobly	r	2914	0	0	0.01
35311	42384	interpreting	n	2912	0	0	0.19
35321	41901	silenced	j	2910	0	0	0.19
35331	40271	plasterer	n	2907	0	0	0.18
35341	40316	vernier	n	2905	0	0	0.47
35351	40360	polygamous	j	2903	0	0	0.04
35361	40431	game-tying	j	2900	0	0	0
35371	40607	capstan	n	2896	0	0	0.17
35381	42014	carcinogenicity	n	2894	0	0	0.01
35391	40296	cath	n	2892	0.01	0	0
35401	41489	dose-dependent	j	2890	0	0	0.02
35411	49467	ducted	j	2888	0.01	0	0
35421	40995	mailroom	n	2886	0	0	0.13
35431	40582	drawl	n	2884	0	0	0.01
35441	39954	speechwriter	n	2882	0	0	0.06
35451	40038	barbie	n	2881	0.01	0	0
35461	42915	aspirated	j	2878	0	0	0
35471	40558	basher	n	2875	0.01	0	0.21
35481	40314	four-course	j	2871	0	0	0.01
35491	40949	bubba	n	2868	0	0	0.5
35501	40676	sassafras	n	2865	0	0	0.51
35511	40258	downcast	j	2862	0	0	0.08
35521	55468	filtrate	n	2861	0	0	0
35531	41461	keloid	n	2860	0	0	0.08
35541	40402	seclude	v	2857	0	0	0.01
35551	43936	portion	v	2855	0	0	0.12
35561	40625	under-20	m	2852	0.01	0	0.56
35571	44112	high/low	j	2849	0	0	0.17
35581	40693	uncompensated	j	2847	0	0	0.07
35591	42695	utilized	j	2843	0	0	0.05
35601	40363	blemish	v	2839	0	0	0.11
35611	44548	downgraded	j	2837	0	0	0.07
35621	40541	sidetracked	j	2835	0	0	0.07
35631	40737	years-long	j	2834	0	0	0
35641	42464	clarifier	n	2832	0	0	0.08
35651	41778	Elysian	j	2828	0	0	1
35661	40648	balloting	n	2826	0	0	0.07
35671	40460	al-qaida	j	2823	0	0	0.02
35681	41022	neuroprotective	j	2821	0.01	0	0.03
35691	40507	microwave-safe	j	2820	0	0	0.01
35701	41307	rested	j	2818	0	0	0.03
35711	41001	steepness	n	2815	0	0	0.01
35721	43141	madcap	n	2812	0	0	0.03
35731	40643	matzo	n	2810	0	0	0.13
35741	43714	cyclosporine	n	2809	0.01	0	0
35751	42898	alcohol-based	j	2807	0	0	0.1
35761	41278	dichotomous	j	2805	0	0	0.05
35771	40896	yippee	u	2800	0.02	0	0.72
35781	40942	valuer	n	2798	0.01	0	0
35791	40996	verbosity	n	2796	0	0	0.09
35801	41476	gumption	n	2795	0	0	0.02
35811	43959	betrayer	n	2793	0	0	0.04
35821	40742	ritually	r	2790	0	0	0.02
35831	40899	multi-directional	j	2787	0.02	0	0.17
35841	40646	dowager	n	2785	0	0	0.6
35851	44309	fueling	j	2783	0	0	0
35861	41378	sharable	j	2780	0.02	0	0.05
35871	41682	weightlessness	n	2778	0	0	0
35881	40740	paramilitary	n	2776	0	0	0.05
