This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
35891	41026	second-biggest	j	2774	0	0	0
35901	41085	high-water	j	2773	0	0	0.02
35911	41274	collegiality	n	2771	0.02	0	0.04
35921	42184	engrossing	j	2769	0	0	0
35931	39260	howsoever	r	2767	0.02	0	0.05
35941	40965	phoney	j	2764	0	0	0.13
35951	43400	consumerist	n	2762	0.01	0	0.05
35961	41041	aversive	j	2760	0	0	0.04
35971	43559	diacetyl	n	2757	0	0	0.01
35981	41178	dud	j	2753	0	0	0.11
35991	41364	stablemate	n	2752	0	0	0.04
36001	41140	blanched	j	2749	0	0	0.08
36011	42097	remembering	n	2747	0	0	0.19
36021	45377	chaparral	n	2743	0	0	0.13
36031	41196	gender-specific	j	2741	0	0	0.07
36041	41426	delicatessen	n	2739	0	0	0.06
36051	40910	dispassionate	j	2736	0	0	0.01
36061	41786	autocrat	n	2733	0	0	0.06
36071	42104	brushwork	n	2731	0	0	0.01
36081	41127	broadcasting	j	2728	0.02	0	0.13
36091	48163	delimited	j	2727	0	0	0
36101	41433	bashful	j	2724	0	0	0.07
36111	41124	uncollected	j	2722	0	0	0.13
36121	42371	cognate	n	2720	0	0	0.05
36131	41027	pearlescent	j	2718	0	0	0.17
36141	41338	dereliction	n	2714	0	0	0.08
36151	41435	cosmologist	n	2712	0	0	0.08
36161	41384	halcyon	n	2710	0	0	0
36171	42790	trilateral	j	2709	0	0	0.58
36181	41353	extravagantly	r	2706	0	0	0.02
36191	41424	part-timer	n	2704	0	0	0.07
36201	44351	wooly	j	2701	0	0	0.02
36211	41806	jibe	n	2699	0	0	0
36221	41315	six-point	j	2697	0	0	0.01
36231	41388	iteratively	r	2695	0.02	0	0.02
36241	41718	bolshevism	n	2693	0	0	0.93
36251	41271	phonetically	r	2692	0	0	0.05
36261	43702	neuroplasticity	n	2689	0.01	0	0.01
36271	42309	disgrace	v	2687	0	0	0
36281	40420	undelivered	j	2686	0	0	0.08
36291	42488	spitting	j	2684	0	0	0.2
36301	41589	slacker	n	2682	0	0	0.01
36311	42625	translucency	n	2679	0	0	0.01
36321	39918	excretory	j	2677	0	0	0.05
36331	41787	relatedness	n	2673	0	0	0.05
36341	41529	Italianate	j	2671	0	0	1
36351	42551	dyad	n	2669	0	0	0.01
36361	42148	birthrate	n	2667	0	0	0.01
36371	41161	toiling	j	2665	0	0	0.04
36381	44486	bloodlust	n	2663	0	0	0.05
36391	43355	gearhead	n	2661	0	0	0.01
36401	42019	ecclesial	j	2660	0	0	0.08
36411	41805	decapitated	j	2657	0	0	0.08
36421	41233	hart	n	2655	0.01	0	0
36431	41698	untainted	j	2651	0	0	0.03
36441	43379	aider	n	2648	0.01	0	0.01
36451	41910	damnit	u	2646	0.02	0	0.4
36461	43173	baited	j	2644	0	0	0.01
36471	41916	Yoruba	j	2642	0	0	1
36481	42018	neurogenic	j	2640	0	0	0.17
36491	42393	thrombus	n	2639	0	0	0
36501	41823	lead-based	j	2637	0	0	0.15
36511	41899	clubface	n	2634	0	0	0
36521	42166	Miocene	j	2632	0.01	0	0.99
36531	41132	non-flammable	j	2630	0	0	0.09
36541	41760	virile	j	2627	0	0	0.04
36551	41894	low-intensity	j	2625	0	0	0.06
36561	42351	Senegalese	j	2623	0.01	0	1
36571	42693	deported	j	2621	0	0	0.06
36581	42182	projective	j	2619	0	0	0.07
36591	42520	logjam	n	2616	0	0	0.01
36601	41495	Cistercian	j	2614	0.01	0	1
36611	42086	three-legged	j	2610	0	0	0.08
36621	42030	second-in-command	n	2608	0	0	0.05
36631	41542	second-level	j	2606	0	0	0.09
36641	41690	world-changing	j	2603	0	0	0.03
36651	41533	agglomeration	n	2601	0	0	0.08
36661	42336	impugn	v	2599	0	0	0
36671	42381	bigwig	n	2596	0	0	0.01
36681	44561	courtside	n	2593	0.01	0	0.03
36691	42254	wedge-shaped	j	2591	0	0	0.02
36701	42323	obnoxiously	r	2589	0	0	0.02
36711	44101	plop	n	2586	0	0	0.04
36721	45017	taproot	n	2584	0	0	0.03
36731	42316	beadwork	n	2582	0	0	0.05
36741	42171	naptime	n	2580	0.01	0	0.14
36751	45778	semi-pro	j	2578	0	0	0.08
36761	41865	despondency	n	2576	0	0	0.05
36771	41973	gangland	n	2574	0	0	0.03
36781	46397	inactivated	j	2572	0	0	0
36791	49571	alkane	n	2568	0	0	0.06
36801	43328	misprint	n	2567	0	0	0.01
36811	42027	latke	n	2565	0	0	0.04
36821	42500	put-down	n	2562	0	0	0.01
36831	43421	bioreactor	n	2560	0	0	0.01
36841	42753	illusive	j	2557	0	0	0.11
36851	42106	midstream	r	2555	0	0	0.46
36861	42266	unimaginably	r	2552	0	0	0.02
36871	43553	magickal	j	2549	0	0	0.15
36881	46871	boffin	n	2548	0.01	0	0.1
36891	42398	smithereen	n	2545	0.02	0	0.12
36901	42373	inimical	j	2542	0	0	0
36911	42230	horsehair	n	2539	0	0	0.11
36921	38961	derogation	n	2537	0	0	0.09
36931	47090	buffed	j	2535	0	0	0.07
36941	44638	thresh	v	2532	0	0	0.08
36951	44291	ductless	j	2530	0	0	0.14
36961	43298	conformal	j	2526	0	0	0.08
36971	42541	mugging	n	2524	0	0	0.05
36981	44952	dogfish	n	2523	0	0	0.41
36991	43124	stilted	j	2521	0	0	0
37001	44097	passbook	n	2519	0	0	0.48
37011	43034	sarong	n	2517	0	0	0.04
37021	41723	individuation	n	2514	0	0	0.12
37031	46920	memorized	j	2512	0	0	0
37041	42522	flattered	j	2510	0	0	0.03
37051	42370	beneficence	n	2508	0	0	0.04
37061	41957	bootleg	v	2506	0	0	0.1
37071	45972	charting	n	2505	0	0	0
37081	42338	doctor-patient	j	2502	0	0	0.05
37091	42773	high-stress	j	2501	0	0	0.02
37101	43698	daikon	n	2499	0	0	0.12
37111	49123	methylated	j	2497	0.01	0	0
37121	45155	yellowfin	n	2495	0	0	0.16
37131	45024	positioner	n	2492	0	0	0.05
37141	43822	quadrilateral	n	2491	0.01	0	0.02
37151	46830	detoxifying	j	2488	0	0	0.01
37161	42816	equivocation	n	2485	0	0	0.06
37171	42791	low-temperature	j	2482	0	0	0.06
37181	43523	pulp	v	2479	0	0	0.09
37191	42588	anti-wrinkle	j	2478	0	0	0.31
37201	44471	dumper	n	2477	0	0	0.04
37211	43052	self-referential	j	2474	0	0	0.03
37221	44595	sailfish	n	2471	0	0	0.31
37231	43092	Ohioan	n	2469	0.01	0	1
37241	43310	no-kill	j	2468	0	0	0.02
37251	43012	uninfected	j	2466	0	0	0.02
37261	43078	bogeyman	n	2464	0	0	0.08
37271	42988	unpleasantly	r	2461	0	0	0.01
37281	42970	half-naked	j	2459	0	0	0.03
37291	42810	furtive	j	2457	0	0	0.05
37301	42734	grazer	n	2455	0.01	0	0.08
37311	43326	peephole	n	2452	0	0	0.03
37321	45144	joey	n	2450	0.01	0	0.01
37331	44424	noiseless	j	2447	0	0	0.08
37341	43475	intermarry	v	2446	0	0	0
37351	45149	knower	n	2445	0	0	0.26
37361	43588	excitability	n	2443	0	0	0
37371	43364	rattling	j	2441	0	0	0.02
37381	42821	operant	j	2438	0.01	0	0.2
37391	43624	polytheism	n	2435	0	0	0.1
37401	42986	overtop	v	2432	0	0	0.01
37411	43104	multipoint	n	2430	0	0	0.45
37421	43501	disenfranchisement	n	2429	0	0	0.01
37431	43133	non-expert	n	2427	0.01	0	0.04
37441	43442	Parthian	j	2426	0	0	1
37451	44563	Khazar	n	2424	0	0	1
37461	43018	showgirl	n	2423	0	0	0.2
37471	47646	chamfer	n	2421	0.01	0	0.03
37481	43426	gangplank	n	2417	0	0	0.67
37491	46518	oxidizing	j	2415	0	0	0
37501	44551	sigmoid	j	2412	0.01	0	0.07
37511	50121	imprinted	j	2411	0	0	0.08
37521	43311	napalm	n	2409	0.01	0	0
37531	49521	moxie	n	2408	0	0	0
37541	43375	cost-cutting	n	2405	0	0	0.05
37551	44476	legislated	j	2403	0	0	0
37561	43302	Malian	j	2402	0	0	0.99
37571	43573	campylobacter	n	2400	0	0	0.51
37581	42912	helicobacter	n	2398	0.01	0	0.85
37591	43468	grudging	j	2396	0	0	0.02
37601	48253	naltrexone	n	2395	0	0	0.02
37611	42869	long-sleeve	j	2392	0	0	0.05
37621	43139	non-conventional	j	2389	0	0	0.06
37631	43460	peek-a-boo	j	2386	0	0	0
37641	47789	bullhorn	n	2384	0	0	0.06
37651	43289	subnational	j	2382	0	0	0.05
37661	43610	miasma	n	2379	0	0	0.22
37671	43282	rashly	r	2377	0	0	0
37681	43408	after-work	j	2375	0	0	0.02
37691	43976	reclaim	n	2374	0	0	0.44
37701	49174	sop	v	2372	0	0	0.13
37711	43850	distributional	j	2371	0	0	0.05
37721	45566	norepinephrine	j	2369	0	0	0.02
37731	43630	water-filled	j	2367	0	0	0.02
37741	43668	passe	j	2366	0	0	0.21
37751	43765	pissy	j	2364	0.01	0	0.03
37761	43793	in-process	j	2362	0	0	0.07
37771	43656	viscerally	r	2359	0	0	0.01
37781	43768	politicized	j	2357	0	0	0.02
37791	43700	five-member	j	2354	0	0	0
37801	43830	tamed	j	2352	0	0	0.12
37811	44438	internalized	j	2350	0	0	0.05
37821	43642	time-intensive	j	2347	0	0	0.01
37831	45641	rifled	j	2345	0	0	0
37841	45969	mononucleosis	n	2343	0	0	0.01
37851	44546	globule	n	2340	0	0	0.01
37861	44026	spotlessly	r	2338	0	0	0.05
37871	43744	waltz	v	2337	0	0	0.09
37881	46422	fluorescein	n	2336	0	0	0
37891	44080	four-person	j	2334	0	0	0.01
37901	44644	overlie	v	2332	0	0	0.03
37911	43708	anesthetize	v	2331	0	0	0.02
37921	45180	thimerosal	n	2330	0	0	0.09
37931	43371	cross-curricular	j	2328	0	0	0.11
37941	43707	bonbon	n	2326	0	0	0.38
37951	44055	youthfulness	n	2323	0	0	0
37961	64270	alginate	n	2321	0	0	0.03
37971	42910	sateen	n	2319	0	0	0.23
37981	46912	levitical	j	2319	0	0	0.9
37991	46350	overpaid	j	2317	0	0	0.02
38001	43213	retrievable	j	2315	0	0	0.03
38011	43601	fatalistic	j	2313	0	0	0.03
38021	44226	Tutsi	j	2311	0	0	1
38031	43867	unexciting	j	2310	0	0	0.02
38041	45120	hyperextension	n	2309	0	0	0.07
38051	44646	graciousness	n	2306	0	0	0.01
38061	45347	yap	v	2304	0	0	0.12
38071	44302	carjacking	n	2302	0	0	0.02
38081	44317	fete	v	2300	0	0	0.01
38091	44168	gel-like	j	2299	0	0	0.01
38101	44264	pre-nup	n	2298	0	0	0.04
38111	44254	streamlining	n	2296	0	0	0.06
38121	47460	skipping	j	2294	0	0	0.02
38131	44728	liven	v	2293	0	0	0.01
38141	44207	decentralize	v	2291	0	0	0.02
38151	44315	in-joke	n	2290	0	0	0.01
38161	44910	panhandler	n	2289	0	0	0.02
38171	45256	poliovirus	n	2287	0	0	0.01
38181	44286	sunburnt	j	2285	0	0	0.07
38191	44025	menacingly	r	2284	0	0	0.01
38201	44868	worldliness	n	2283	0	0	0
38211	43599	weal	n	2281	0	0	0.33
38221	44492	adios	n	2280	0	0	0.47
38231	45670	decamp	v	2279	0	0	0.01
38241	46224	aflatoxin	n	2277	0	0	0.06
38251	44373	nuttiness	n	2274	0	0	0
38261	44094	loll	v	2272	0	0	0.06
38271	44948	weight-lifting	n	2270	0	0	0.01
38281	44780	friable	j	2268	0	0	0.04
38291	45559	refi	n	2265	0	0	0
38301	49028	smarty	j	2263	0.01	0	0.58
38311	58742	carrageenan	n	2261	0	0	0.01
38321	46699	thrombin	n	2260	0	0	0
38331	44671	undesirable	n	2257	0	0	0.04
38341	44605	cannibalistic	j	2256	0	0	0.03
38351	44447	shape-shifting	j	2255	0	0	0.03
38361	44457	wariness	n	2252	0	0	0.02
38371	44756	long-chain	j	2251	0	0	0.04
38381	44623	off-the-cuff	j	2250	0	0	0.01
38391	44583	loofah	n	2248	0	0	0.17
38401	44947	woodsman	n	2246	0	0	0.3
38411	59129	epitomise	v	2245	0.01	0	0.01
38421	44757	disquiet	n	2243	0.01	0	0
38431	43828	agreeably	r	2242	0	0	0.03
38441	47827	niacinamide	n	2241	0	0	0.02
38451	44503	expecially	r	2240	0.02	0	0.07
38461	45765	disability-related	j	2238	0	0	0.09
38471	45608	pyrophosphate	n	2235	0	0	0
38481	45095	customizability	n	2234	0.01	0	0
38491	44785	fractionally	r	2233	0	0	0.01
38501	45790	adduction	n	2232	0	0	0.07
38511	44835	unemotional	j	2230	0	0	0
38521	44791	antispasmodic	j	2228	0.01	0	0.03
38531	49294	acyclovir	n	2227	0	0	0.01
38541	44466	studiously	r	2225	0	0	0.01
38551	45945	periwinkle	n	2224	0	0	0.16
38561	47414	tepee	n	2223	0	0	0.03
38571	45313	mutagen	n	2222	0	0	0.1
38581	45616	aesthetician	n	2219	0	0	0.07
38591	45238	dwarfism	n	2217	0	0	0.09
38601	45121	Mississippian	j	2216	0	0	1
38621	45443	woodlot	n	2212	0	0	0.01
38631	46141	maligned	j	2210	0	0	0.02
38641	50142	felted	j	2208	0	0	0
38651	44790	low-noise	j	2206	0	0	0.03
38661	44945	needle	v	2204	0	0	0.09
38671	45265	wrestle	n	2202	0	0	0.36
38681	44271	shatterproof	j	2200	0	0	0.06
38691	45317	thingie	n	2197	0.01	0	0.02
38701	46857	technical	n	2195	0	0	0
38711	45210	Copernican	j	2194	0	0	1
38721	45246	college-age	j	2192	0	0	0.03
38731	49068	sentient	n	2190	0.01	0	0.01
38741	44917	non-sectarian	j	2188	0	0	0.05
38751	45070	orthographic	j	2187	0	0	0.15
38761	45655	roomie	n	2185	0	0	0
38771	44491	interrelation	n	2184	0	0	0.03
38781	45561	stomachache	n	2180	0	0	0
38791	45218	officeholder	n	2178	0	0	0.02
38801	52870	visa-free	j	2176	0.01	0	0.07
38811	48689	tweaker	n	2174	0.01	0	0.07
38821	42188	propitiation	n	2172	0	0	0.06
38831	45190	seven-month	j	2170	0	0	0
38841	46299	vice-captain	n	2169	0.01	0	0.08
38851	46179	pouf	n	2168	0	0	0.04
38861	45989	creepiness	n	2166	0	0	0.01
38871	48832	occurring	j	2165	0	0	0.01
38881	46889	lock-up	j	2164	0	0	0.14
38891	45448	trans-tasman	j	2161	0	0	0.37
38901	45467	not-so-subtle	j	2159	0	0	0.01
38911	46507	copperhead	n	2157	0	0	0.17
38921	45572	midden	n	2155	0	0	0.13
38931	45248	histologically	r	2153	0	0	0.3
38941	46266	hypnotism	n	2152	0	0	0.13
38951	47681	archdiocesan	j	2150	0	0	0.47
38961	45376	daub	v	2149	0.01	0	0.03
38971	45868	sideman	n	2147	0	0	0.01
38981	44738	Hiv-negative	j	2146	0	0	1
38991	47938	tacrolimus	n	2144	0	0	0
39001	45343	superwoman	n	2142	0	0	0.46
39011	45522	dada	n	2140	0	0	0.52
39021	45503	faulting	n	2138	0.01	0	0.09
39031	45531	lead-off	j	2137	0	0	0.03
39041	45742	Magellanic	j	2135	0	0	0.99
39051	66285	judder	n	2133	0	0	0
39061	48098	tattooing	n	2131	0	0	0
39071	45619	seasickness	n	2130	0	0	0.08
39081	45365	flat-panel	j	2129	0	0	0.05
39091	47688	revalue	v	2128	0	0	0.01
39101	45426	yup	n	2126	0.02	0	0
39111	45372	tee-shirt	n	2124	0	0	0.05
39121	45209	rough-and-tumble	n	2122	0	0	0.02
39131	45738	cold-hearted	j	2121	0	0	0.04
39141	46357	autocorrelation	n	2118	0	0	0.06
39151	45674	small-sized	j	2117	0	0	0.05
39161	46371	loamy	j	2115	0	0	0.04
39171	45352	feminize	v	2114	0	0	0
39181	52761	chainmail	n	2112	0.01	0	0.04
39191	46082	demolished	j	2111	0	0	0.05
39201	45938	bioidentical	j	2109	0	0	0.15
39211	46340	neurophysiology	n	2107	0	0	0.22
39221	46828	vacated	j	2105	0	0	0.03
39231	45600	oiliness	n	2103	0	0	0.03
39241	46114	gyroscopic	j	2102	0	0	0.08
39251	45879	hissing	n	2099	0	0	0.05
39261	49849	satay	n	2097	0	0	0.08
39271	46513	aphrodisiac	j	2096	0	0	0.04
39281	46536	backhanded	j	2095	0	0	0
39291	45732	canvass	v	2093	0	0	0.03
39301	46118	medal-winning	j	2092	0	0	0.15
39311	46913	tidewater	j	2090	0	0	0.74
39321	48153	infarct	n	2089	0	0	0.01
39331	47022	valvular	j	2086	0	0	0.09
39341	45386	expressionless	j	2085	0	0	0.04
39351	49871	dipped	j	2083	0	0	0
39361	46124	officiating	n	2082	0	0	0
39371	45936	habituation	n	2080	0	0	0.1
39381	46695	byword	n	2078	0	0	0
39391	45959	dependably	r	2076	0	0	0.02
39401	48974	jacketed	j	2075	0	0	0.15
39411	48334	levator	n	2073	0	0	0
39421	48388	Akashic	j	2071	0	0	1
39431	51253	swash	n	2071	0	0	0.09
39441	45883	witch-hunt	n	2068	0	0	0.03
39451	45920	serology	n	2067	0	0	0.15
39461	47724	woodchuck	n	2065	0	0	0.08
39471	46558	attachable	j	2064	0.01	0	0.05
39481	46089	skinner	n	2063	0	0	0.31
39491	45767	ignorantly	r	2061	0	0	0.02
39501	46741	lubricity	n	2059	0.01	0	0.01
39511	47366	streptococcal	j	2058	0	0	0.13
39521	46105	temporality	n	2056	0	0	0.03
39531	46201	blue-black	j	2054	0	0	0.09
39541	46419	highest-ranked	j	2052	0	0	0
39551	49793	premixed	j	2050	0	0	0
39561	48936	grassed	j	2048	0.01	0	0.02
39571	46645	gulch	n	2046	0	0	0.38
39581	46358	sympathiser	n	2045	0.01	0	0.01
39591	46359	centralisation	n	2044	0.01	0	0.05
39601	51565	hopscotch	n	2043	0	0	0.07
39611	48402	safflower	n	2041	0	0	0.02
39621	46055	workmanlike	j	2040	0	0	0
39631	47798	Hanukkah	n	2038	0.01	0	1
39641	46007	vehemence	n	2035	0	0	0.02
39651	46520	pro-level	j	2034	0	0	0.08
39661	46379	art-house	n	2033	0	0	0.01
39671	46103	now-a-days	r	2031	0.01	0	0.23
39681	46387	two-seater	n	2028	0	0	0.01
39691	45849	inexpressible	j	2026	0	0	0.02
39701	48851	wingnut	n	2024	0	0	0.08
39711	47208	favorability	n	2022	0.01	0	0.01
39721	46728	kerbside	n	2021	0.01	0	0.1
39731	46757	freak-out	n	2020	0	0	0.04
39741	46787	hemispherical	j	2019	0	0	0.03
39751	46998	cluck	v	2018	0.01	0	0.03
39761	47510	shy	n	2017	0	0	0
39771	48288	sightseer	n	2015	0	0	0.1
39781	47161	lidded	j	2014	0	0	0.04
39791	46607	clean-shaven	j	2013	0	0	0.02
39801	46788	syncopated	j	2012	0	0	0.06
39811	48434	typecast	v	2010	0	0	0.01
39821	45908	souped-up	j	2008	0	0	0.03
39831	48041	rebus	n	2007	0	0	0.22
39841	46690	pitch-black	j	2006	0	0	0.02
39851	49445	flanged	j	2005	0	0	0
39861	46968	sensationally	r	2003	0	0	0.03
39871	49615	nightcrawler	n	2002	0	0	0.43
39881	46481	striptease	n	2000	0	0	0.15
39891	46504	dust-free	j	1999	0	0	0.05
39901	53959	bummed	j	1998	0	0	0
39911	47025	birdlike	j	1997	0	0	0.02
39921	46901	Whoo	u	1996	0.01	0	1
39931	46600	adroit	j	1994	0	0	0.17
39941	48312	transept	n	1992	0	0	0.02
39951	53796	biochar	n	1990	0	0	0.02
39961	46527	non-reflective	j	1989	0	0	0.08
39971	48549	wintergreen	j	1987	0	0	0.53
39981	43542	nontransferable	j	1987	0.01	0	0
39991	46875	acculturation	n	1986	0	0	0.1
40001	62699	datapoint	n	1984	0	0	0.02
40011	46633	funicular	n	1983	0.01	0	0.16
40021	46929	mid-1930s	m	1982	0.01	0	0
40031	46421	content-based	j	1979	0	0	0.11
40041	46634	familiarly	r	1977	0	0	0.01
40051	47060	all-digital	j	1976	0	0	0.04
40061	47273	lobule	n	1975	0	0	0.01
40071	46918	psychically	r	1973	0	0	0.02
40081	49122	interfering	j	1972	0	0	0.01
40091	47138	lengthways	r	1970	0.01	0	0.01
40101	46509	co-manager	n	1969	0	0	0.13
40111	47896	obit	n	1967	0	0	0.02
40121	47956	reusability	n	1965	0.01	0	0.01
40131	46832	mix-and-match	j	1963	0	0	0.05
40141	51979	amide	n	1962	0	0	0.01
40151	47590	subcellular	j	1960	0	0	0.03
40161	47122	lower-quality	j	1959	0	0	0.05
40171	46836	undemanding	j	1958	0	0	0.02
40181	47568	vestal	j	1956	0	0	0.75
40191	50217	Hopi	n	1954	0	0	1
40201	46391	non-functioning	j	1953	0	0	0.03
40211	48471	hollowed	j	1951	0	0	0.05
40221	47618	watered	j	1949	0	0	0
40231	47721	nativist	n	1948	0	0	0.06
40241	48255	Amalgamated	j	1946	0	0	1
40251	62621	localise	v	1944	0.01	0	0
40261	48768	obturator	n	1942	0	0	0
40271	47572	premarket	n	1940	0.01	0	0.03
40281	47296	brewhouse	n	1939	0.01	0	0
40291	52317	silverfish	n	1938	0	0	0.02
40301	47133	remembered	j	1936	0	0	0
40311	47487	all-clear	n	1935	0	0	0.02
40321	46960	Methodism	n	1933	0.01	0	0.99
40331	47341	unswerving	j	1931	0	0	0.02
40341	47418	unspeakably	r	1930	0	0	0.03
40351	47344	crime-fighting	j	1928	0	0	0.02
40361	47913	Menshevik	n	1927	0	0	1
40371	46554	sesquicentennial	j	1925	0	0	0.26
40381	47313	imprecision	n	1923	0	0	0.05
40391	55987	moonroof	n	1922	0	0	0.03
40401	47301	socialistic	j	1920	0	0	0.08
40411	47058	pacification	n	1919	0	0	0.21
40421	49018	sertraline	n	1918	0	0	0
40431	48901	mutagenesis	n	1916	0	0	0.04
40441	47516	giblet	n	1914	0	0	0.05
40451	47429	non-legal	j	1913	0	0	0.04
40461	47248	applewood	n	1911	0	0	0.66
40471	47947	casebook	n	1910	0	0	0.31
40481	49489	cross-link	n	1908	0	0	0.06
40491	49145	guzzler	n	1907	0	0	0.03
40501	50016	bankroll	v	1904	0	0	0.01
40511	47617	filmstrip	n	1903	0	0	0.25
40521	47624	two-speed	j	1901	0	0	0.07
40531	47379	unpardonable	j	1899	0	0	0.09
40541	47613	Scythian	j	1897	0	0	1
40551	60038	cyclase	n	1896	0	0	0
40561	48214	redesignate	v	1895	0.01	0	0.01
40571	49323	telepresence	n	1894	0	0	0.08
40581	48145	hogwash	n	1893	0	0	0.01
40591	49447	cyclin	n	1891	0	0	0
40601	48197	drippy	j	1889	0	0	0.03
40611	48607	ornithology	n	1887	0	0	0.37
40621	48150	wince	n	1887	0	0	0
40631	47908	serotonergic	j	1885	0	0	0.05
40641	50901	rostral	j	1883	0	0	0.02
40651	47846	suburbanite	n	1881	0	0	0.05
40661	48054	photo-op	n	1880	0	0	0.01
40671	47985	follow-on	n	1878	0	0	0.07
40681	47150	in-hospital	j	1877	0	0	0.09
40691	48091	Belizean	j	1875	0	0	1
40701	49887	seamanship	n	1874	0	0	0.01
40711	49460	malocclusion	n	1872	0	0	0.04
40721	49238	playmaking	j	1870	0.01	0	0
40731	48025	rotund	j	1868	0	0	0.03
40741	48574	malleolus	n	1867	0	0	0
40751	48195	old-age	j	1865	0	0	0.02
40761	49396	lupine	n	1864	0	0	0.02
40771	48173	tawdry	j	1862	0	0	0.01
40781	47666	lignite	n	1861	0	0	0.17
40791	48567	day-night	j	1859	0	0	0.09
40801	62410	phalaenopsis	n	1858	0	0	0.53
40811	48119	harangue	v	1857	0	0	0
40821	48319	Algerian	n	1855	0	0	1
40831	64799	yammer	v	1854	0.01	0	0
40841	48048	absentmindedly	r	1853	0	0	0.03
40851	52448	tamarin	n	1852	0	0	0.09
40861	48167	unpeeled	j	1850	0.01	0	0.04
40871	48297	French-canadian	j	1848	0	0	1
40881	48453	short-hair	n	1847	0	0	0.5
40891	49875	interleukin	n	1845	0	0	0.07
40901	48007	endearingly	r	1843	0	0	0.02
40911	49202	proration	n	1842	0.01	0	0.11
40921	49537	brucellosis	n	1840	0	0	0.16
40931	48494	uninsulated	j	1838	0	0	0.05
40941	48189	loss-making	j	1836	0.01	0	0.03
40951	48044	lushly	r	1834	0.01	0	0.03
40961	48049	chesterfield	n	1832	0	0	0.56
40971	49129	gunplay	n	1831	0	0	0.01
40981	48673	hospital-acquired	j	1830	0	0	0.11
40991	48365	windward	r	1828	0	0	0.22
41001	48912	spectrograph	n	1827	0	0	0.18
41011	51748	weaponized	j	1826	0	0	0
41021	48928	victimized	j	1824	0	0	0.02
41031	50835	non-paying	j	1823	0	0	0.1
41041	51203	Nazarene	n	1822	0	0	1
41051	47902	questioned	j	1821	0	0	0.08
41061	49446	pneumonitis	n	1820	0.01	0	0
41071	48105	pursuant	j	1819	0.01	0	0.07
41081	51285	concussive	j	1818	0	0	0.1
41091	48785	off-broadway	j	1817	0.01	0	0.03
41101	62933	digital	n	1815	0	0	0
41111	48633	rideable	j	1814	0.01	0	0.02
41121	47445	armless	j	1812	0	0	0.08
41131	48186	philosophize	v	1810	0	0	0.01
41141	48306	hungrily	r	1808	0	0	0.02
41151	48995	telecommute	v	1807	0	0	0.1
41161	48508	insistently	r	1806	0	0	0.01
41171	50612	earldom	n	1804	0	0	0.29
41181	48283	waybill	n	1804	0	0	0.37
41191	50556	bushmaster	n	1802	0	0	0.83
41201	51989	jarring	n	1800	0	0	0
41211	48947	fistfight	n	1799	0	0	0.02
41221	52114	cuffed	j	1798	0	0	0
41231	48968	binational	j	1796	0	0	0.14
41241	48229	timelessly	r	1794	0	0	0.05
41251	48893	near-field	j	1793	0	0	0.06
41261	49978	roadwork	n	1792	0	0	0.01
41271	49001	sensorineural	j	1790	0	0	0.16
41281	48304	stamper	n	1788	0.01	0	0
41291	49076	postprandial	j	1787	0	0	0.04
41301	56052	anonymized	j	1786	0.01	0	0
41311	48243	roan	n	1784	0	0	0.64
41321	50416	hyphenation	n	1783	0	0	0.1
41331	48714	embitter	v	1781	0	0	0.04
41341	48865	decent-sized	j	1780	0	0	0.01
41351	49097	reduced-price	j	1778	0	0	0.05
41361	56160	rasa	n	1776	0	0	0.4
41371	52208	student-faculty	j	1775	0	0	0.06
41381	48976	bluster	v	1773	0	0	0.02
41391	54309	stenciled	j	1772	0	0	0
41401	48914	foretaste	n	1771	0	0	0.01
41411	58143	knotweed	n	1769	0	0	0
41421	48707	eighty-eight	m	1768	0.01	0	0.42
41431	49069	anti-union	j	1767	0	0	0.04
41441	48094	dispensable	j	1766	0	0	0.02
41451	49915	flybridge	n	1764	0	0	0
41461	49697	nasopharyngeal	j	1763	0	0	0.09
41471	49030	full-blooded	j	1761	0	0	0.02
